name,line
Marge,"Homer, when I met you, you weren't an astronaut.  You didn't even"
Marge,"But on the other hand, when you don't take advantage of an"
Homer,"You're right, Marge.  Just like the time I could have met Mr. T"
Marge,"Oh, I am so proud of you.  And I know it's going to go just fine"
Buzz,"Mission Control, this is Corvair.  Launch sequence"
Homer,Are we there yet?  I'm thirsty.
Race,"Mission Control, request permission to sedate cargo ahead of"
Controller,Permission denied.
Race,Payload checklist.  IRS surveillance satellite --
Buzz,Check.
Race,Ant farm --
Buzz,Check.
Race,Children's letters to God --
Buzz,Check.
Bart,"Go, Dad, go!"
Lisa,"""How doth the hero strong and brave,"
Everyone,Huh?
Lisa,"[quiet] Go, Dad, go."
Assistant,"Sir, the TV ratings for the launch are the highest in ten"
Everyone,Yay!
Scientist,And how's the spacecraft doing?
Assistant,I dunno.  All this equipment is just used to measure TV
s too late,Homer opens the bag
Buzz is worried,"""Careful!  They're ruffled."""
Homer,"Nooo!  [his head smashed the colony, and the ants float free]"
Buzz,You fool!  Now we may never know if ants can be trained to sort
Controller,"Er, some good news, gentlemen.  We have quite a treat for"
Homer,"Wow, former president James Taylor."
Taylor,"How ya doin', fellas?"
Buzz,"With all due respect, Mr. Taylor, this isn't the best time"
Taylor,"Listen, Aldrin, I'm not as laid back as people think.  Now"
s the deal,"I'm going to play, and you're going to"
Kent,We're just about to get our first pictures from inside the
Everyone,Aah!
Kent,"Ladies and gentlemen, er, we've just lost the picture, but,"
Marge,"Mmm, don't worry, kids.  I'm sure your father's all right."
Lisa,"What are you basing that on, Mom?"
Marge,[with forced cheer] Who wants ginger snaps?
Race,"Oh my God, the ants are shorting out our navigation systems!"
Taylor,"Ants, huh?  We had quite a severe ant problem at the vineyard"
Assistant,"[menacing] Quiet, you --"
Scientist,Wait a minute...this unkempt youngster might just be on to
Buzz,"Homer, you broke the handle."
Race,"With that hatch open, we'll burn up on re-entry!  That's it: if I"
Homer,"Wait a minute, Race.  Wait a minute...wait!"
Buzz,"Wait, Homer.  If that bar holds, we just might make it back to"
Homer,Oh.  [voice rising] I'll bash you good!
Lisa,"Come on, Dad.  You can make it!"
Abe,"Aw, of course he'll make it.  It's TV."
Tom,"Uh, how'd you solve the door dilemma?"
Buzz,Homer Simpson was the real hero here.  He jury-rigged the door
Everyone,Yay!
Time magazine cover,"""In Rod We Trust""]"
Bart,"Aw, they were just about to show some close-ups of the rod!"
Homer,"Oh, stupid rod!  I got gypped."
Marge,"Oh, Homey, you should be proud!  Only a handful of people have"
Lisa,"Yeah, Dad!  How many people have seen the icecaps and the deserts"
Homer,"Yeah, maybe I do have the right...what's that stuff?"
Episode,Homer the Smithers
Smithers,"[on mike] Testing, testing for Mr. Burns."
Burns,[in a wooden voice] Welcome employees. Come in!
Announcer,"Welcome, welcome, welcome to an evening of exciting"
Homer,All right! Liver!
Burns,"Smithers, this beer isn't working. I don't feel any younger"
Smithers,"I'll switch to the tablespoon, sir."
Announcer,"Coming up next, our feature race: the Nuclear Power Plant"
Burns,"Ah, at last. Smithers, fetch the bi-oculars."
Burns,"Oh, damnation, tell them to go slower!"
Smithers,Yes sir.
Burns,[excited] Go! Go!
Burns,Excellent.
Lenny,"[drunk] Eh, Burnsie. This was some swell shindig. Thank you"
Burns,"[frightened] Smithers, what's happening?"
Lenny,[even drunker] I had a great time. I just want to shake your
Burns,"Smithers, help!"
Burns,"You should've seen the murderous glint in his eyes, Smithers."
Smithers,"I'm so sorry, Mr. Burns. This was all my fault."
Burns,"Don't concern yourself. If things had turned ugly, I always"
Smithers,"Don't let me off the hook that easily, sir. I failed you and"
Smithers,"Good morning, sir! To make up for my failure last night, I"
Burns,"I appreciate the thought, but my pen won't write on this. How"
Smithers,"Oh, I can't even grovel properly! I'm a buffoon! I don't"
Burns,"Pull yourself together, man. I daresay you're in need of a"
Smithers,No! Don't make me take a vacation! Without you I'll wither
Burns,That's a risk I'm willing to take.
Smithers,"But what would you do without me, sir?"
Burns,Thuh! I'm not a baby who needs a nursemaid to burp me.
Burns,"Now, I insist that you take a vacation, just as soon as a"
Smithers,I've got to find a replacement that won't outshine me.
computer reports,714 matches found]
then reports,714 matches found]
Lisa,"You know Dad, assisting Mr. Burns could give your career a real"
Marge,"[comes in, holding a bowl] You know Homer, assisting Mr. Burns"
Lisa,"Mom, I just said that."
Marge,[sarcastically] Soooorry! Next time get your own darn corn.
Homer,"Um, is this the chair I'll be sitting on?"
Smithers,Yeah.
Homer,"Uh huh. But this _is_ the chair, right?"
Smithers,"Your new duties will include: answering Mr. Burns' phone,"
Smithers,"[answering] Montgomery Burns' office. Oh, hello Mrs. Burns."
Homer,Mr. Burns has a mother? She must a hundred million years old!
Smithers,She has limited capacities. All she can do is dial and yell.
Smithers,"I'm sorry, Monty can't come to the phone right now. He's in a"
Smithers,Mr. Burns can't stand talking to his mother. He never forgave
Homer,"[chuckles] Taft, you old dog."
Burns,"[spits] Really Smithers, I'll be fine. I'm sure your"
Smithers,"Uh, Homer Simpson, sir. One of your organ banks from sector"
Burns,"Simpson, eh?"
Homer,"[yelling from his window] Uh, Mr. Smithers? I don't"
Smithers,"Well, the van's leaving; which one duty is giving you the"
Homer,Um... what do I do in case of fire?
Smithers,"[muffled from inside the van] Sorry, can't hear you. Bye!"
Homer,"[sits, then looks at Mr. Burns' office burning down]"
Time,"6'19""]"
Burns,"[gasps at his sight] Good Lord, Smithers, you look atrocious. I"
Homer,"Uh, Smithers already left, sir. I'm his replacement, Homer"
Burns,"Ah yes, Simpson."
Burns,"I'll have my lunch now. A single pillow of Shredded Wheat, some"
Homer,But I think the dodo went extinct...
Burns,"Get going! And answer those phones, install the computer system,"
Homer,"[taking notes] Uh huh. Uh huh. Okay. Um, can you repeat the part"
Marge,"Homie, it's 4:30 in the morning. Little Rascals isn't until 6."
Homer,"I know, I'm taping it. I want to get to Burns' house bright and"
Marge,"Hmm, poor Homie. Poor, poor... [snores]"
Homer gets into the spirit,"""Well, it's"
Burns,"Here, tell me how my stocks did yesterday."
Homer,Uh... they all won.
Burns,What about my options?
Homer,"Well, you can either get up or go back to sleep."
Burns,I believe I'll get up.
Burns,Scrub harder. Got to get that layer of dead skin off.
Homer,[groans]
choosing time,"""I think... the fangs today."" Homer"
Burns,[from his office] Simpson? Simpson?
Homer,"Yes sir, I did."
Homer,Here are your messages:
Homer,"[answers] Yello, Mr. Burns' office."
Burns,Is it about my cube?
Homer,"It's Mr. Smithers, he's calling for you."
Smithers,"[on a beach] How's everything going there, sir? Well, I have"
Burns,"Everything's fine, Smithers. But this Simpson fellow seems to"
Homer,[moans]
Homer,[snores]
Bart,"Look alive, Simpson, I'm not paying you to goldbrick."
Homer,[wakes up] Uh... Yes sir.
Bart,"Now get cracking on my long division, and don't forget to show"
Homer,"I'll have it on your desk tomorrow morning, sir."
Lisa,"Bart, leave Simpson alone! [whispering to Homer] Simpson, I need"
Homer,Yes sir.
Marge,"Kids, stop exploiting your father. Homie, why don't you lie down"
Homer,"No time, Marge. I thing Mr. Burns wants me to do some long"
Marge,"[authoritatively] Simpson, lie down!"
Burns,The telephone has been ringing for some time.
Homer,[answers] Yello.
Smithers,"[on a public phone] Mr. Burns, 48 rings, are you all right?"
Burns,Nothing other than drive me to distraction with his
Smithers,"[obviously calling from a ""men only"" bar]"
Burns,[throws his glass at Homer]
Burns,You call this a tax return?
Burns,You call this a supercomputer?
Marge,"Is there something wrong, Homie?"
Homer,No.
Marge,Except?
Homer,Except... I killed Mr. Burns!
Lisa,"What happened, Dad?"
Homer,I punched Burns right in his 104-year-old face.
Lisa,Are you sure he's dead? Maybe you just really really hurt him.
Marge,"Okay, maybe everything's all right, maybe if you go apologize he"
Homer,"I'm really sorry I hit you Mr. Burns. Here, let me put some salt"
Burns,"[frightened] No, please, I can't bear another trashing. Just"
Homer,Yes sir...
Burns,"Must call Smithers, he'll protect me from this beast."
Moe,Moe's tavern.
Burns,"I'm looking for a Mr. Smithers, first name Waylon."
Moe,"Oh... So you're looking for a Mr. Smithers, eh? First name"
Burns,Praise God. I think the thug has finally gone home for the day.
Homer,"[shows into the mirror] Hi, Mr. Burns! You want your coffee now?"
Burns,"Uh, no. I'm making it myself!"
Burns,"Stay back Homer, approach no further, coffee's already made. I"
Homer,"Uh, well, can I at least drive you home, Mr. Burns? It's 5:00."
Burns,"No! I thought, uh, I thought I'd chauffeur myself this evening."
Homer,"Would you like me to shred those environmental reports for you,"
Burns,Already taken care of.
Burns,"[chuckles] Capucino, Simpson?"
Homer,"Uh, Mr. Burns, is there anything at all I can do for you?"
Burns,"No, Homer, you've already done more for me than any man. Your"
Smithers,Oh my God! I knew I shouldn't have left...
Burns,"Ah, welcome back Smithers. Say, do you know Homer Simpson, he"
Smithers,"[sighs in relief] You heard the man, Simpson."
Burns,"Ah, and my dear dear Smithers. You're no longer needed at"
Homer,[to Smithers] *You* shouldn't have gone away in vacation.
Time,"15'41""]"
Marge,"Cheer up, Homie."
Homer,I just feel terrible about getting Mr. Smithers fired. That job
Bart,"Quick Mom, whip up a cake before Dad fires ya!"
But Lisa comforts him,"""Mr. Smithers is a resilient man, I'm sure he"
TIDY,"Piano Movers. ""Meet your new piano mover"" he says,"
Smithers,[on mike] Get ready for exciting quarter-mile action at the
Smithers,"Uh, hello. You got a ""Help Wanted"" sign on the window?"
Moe,"Yeah, I need someone to help me with the midnight beer"
Smithers,I'll just... wait out back until then.
Barney,I look forward to working with you!
Burns,[on phone] Whot?
Smithers,"Hello, Mrs. Burns? This is Waylon Smithers. I have your son"
Burns,That improvident lackwit? Always too busy stridin' about
Smithers,"[chuckles] Perfect. When I give the signal, you transfer the"
Homer,Got it.
Burns,[on intercom] No problemo!
Homer,[hesitating between the four buttons] Uh... Ooh... Uh...
Burns,[from his office] Ahoy-hoy? Hoy?
Homer,[in falsetto] Hello Mr. Burns? This is your mother.
Smithers,[whispering] No...
Burns,"Urg... Oh, hello mater. Um... sorry about pulling the plug on"
Smithers,"[to Homer] Mrs. Burns is 122 years old, so try to sound more"
Homer,"[cracking falsetto] Son, this is Mrs. Burns. I just called to"
Burns,[behind him] So...
Homer,[screams]
Burns,"Impersonate my mother, will you? And you Smithers, you must"
Homer,"Ya really blew it this time, Smithers."
Episode,Telltale Head
Bart,"Murderous mob, I beg you to spare our lives, at least until you've"
Barney,How long will this story take?
Bart,Uh... About twenty-three minutes and five seconds.
Marge,"Bart, assume the position."
Bart,"[turns and leans against the wall, legs spread]"
Marge,[frisks Bart]
Announcer,This could be the most remarkable comeback since Lazarus rose
Homer,Laza-who?
Marge,[confiscates Bart's personal stereo]
Bart,Maybe.
Marge,"Can you believe this, Homer? ... Homer?  Homer?"
Homer,"[in the car, bashes his head on the steering wheel in frustration]"
Marge,"[goes to the car]  Homer, were you planning on sitting in the"
Homer,Maybe.
Milhouse,Will there be cavemen in heaven?
Sunday School Teacher,Certainly not!
Bart,"Uh, ma'am?  What if you're a really good person, but"
Sunday School Teacher,"For the last time, Bart, yes!"
Gambling,The
Sunday School Teacher,"[very tired]  The ventriloquist goes to heaven,"
Bart,[raises his hand]  Ooh-ooh-ooh!  Me!
Sunday School Teacher,Bart?
Bart,What about a robot with a human brain?
Marge,"Lisa, Bart, what did you two learn in Sunday School today?"
Lisa,The answers to deep theological questions.
Bart,"Yeah, among other things, apes can't get into heaven."
Homer,What?  Those cute little monkeys?  That's terrible.
Bart,Our teacher.
Homer,"I can understand how they wouldn't let in those wild jungle apes, but"
Bart,"Cool, man, Space Mutants 4.  Let me off!  Let me off!"
Marge,"No way, Jose."
Homer,"Marge, they're only space mutants."
Marge,Uh uh.  I know what those movies are like.
Bart,You guys are sneaking in?
Kerny,"Yeah, only saps pay to see movies."
Jimbo,"Hey, Bart, come on!"
Bart,"But sneaking into movies is practically stealing, man."
Kerny,Practically?
Jimbo,It <is> stealing.
Bart,"Well, okay.  I just wanted to make sure we aren't deluding ourselves."
Time,8:04]
Homer,[reading The Bowl Earth Catalog]
Bart,I was wondering.  How important is it to be popular?
Homer,"I'm glad you asked, son.  Being popular is the most important thing"
Bart,"Like, sometimes, you could do stuff that you think is pretty bad,"
Homer,"You're not talking about killing anyone, are you?"
Bart,No.
Homer,Are you!
Bart,No!
Homer,"Then run along, you little scamp!  [musses Bart's hair]"
Time,13:33]
Homer,"Ooh, look at this one!  The Hammer of Thor!"
Lisa,Valhalla is where Vikings go when they die.
Homer,"Ooh, that's some ball!"
Episode,Sipmsons roasting on an open fire
Skinner,The fifth grade will now favor us with a scene from Charles
Homer,Ohhhh.... How many grades does this school have!
Marge,[writing] The magic of the season has touched us all.
Homer,"Marge, haven't you finished that stupid letter yet?"
Marge,[writing] Homer sends his love.
Marge,A tattoo?
Homer,A what?
Bart,"Yeah, they're cool, and they last the rest of your life."
Marge,You will <not> be getting a tattoo for Christmas.
Homer,"Yeah, if you want one, you'll have to pay for it out of your"
Time,5:24]
Bart,One `mother' please.
Clerk,Wait a minute.  How old are you?
Bart,"Twenty-one, sir."
Clerk,Get in the chair.
Smithers,Attention all personnel.  Please keep working during the
Burns,Hello.  I'm proud to announce that we've been able to increase
thing,Merry Christmas!
Lisa,[touches Bart's injured arm]
Bart,Ow!  Quit it.
Lisa,[touches Bart's injured arm]
Bart,Ow!  Quit it.
Lisa,[touches Bart's injured arm]
Bart,Ow!  Quit it.
Maggie,[touches Bart's injured arm]
Bart,Ow!  Quit it.
Homer,"[comes in]  Hey, what's with this?  [touches Bart's injured arm]"
Bart,Ow!  Quit it.
Time,8:58]
Marge,"[in bed, reading the shopping list]"
Homer,"Huh?  Oh, I love you Marge."
Marge,"Homer, you tell me that all the time."
Homer,"Oh good, because I <do> love you."
Marge,"Well, I think it does have something to do with your Christmas bonus."
Homer,Marge...  Oh... Let me be honest with you...
Marge,Yes?
Homer,Well... I...
Marge,[rubs his hand]
Homer,I want to do the Christmas shopping this year!
Marge,"[hands over the list she was holding]  Well, sure.  Okay."
Homer,[bumps into Ned.  Their respective armfuls of gifts fall into the snow]
Ned,"Oh ho ho, Simpson, it's you."
Homer,"Hello, Flanders."
Ned,"Oh my, what a little mess we've got here.  Well, which ones are yours"
Homer,"Well, let's see."
Ned,"[picking up gifts] Well, this one's mine, and this one's mine, heh heh,"
Homer,They're <all> yours!
Barney,I got me a part-time job working as a Santa down at the mall.
Homer,Wow.  Can <I> do that?
Barney,I dunno.  They're pretty selective.  [belch]
Manager,Do you like children?
Homer,What do you mean?  All the time?  Even when they're nuts??
Bart,"Hey Santa, what's shakin', man?"
Homer,"[as Santa]  What's your name, Bart...ner?  Uh, little partner?"
Bart,"I'm Bart Simpson, who the hell are you?"
Homer,"Thirteen bucks?  Hey, wait a minute."
Clerk,"That's right.  $120 gross, less Social Security..."
Homer,Yeah.
Clerk,... less unemployment insurance ...
Homer,But...
Clerk,... less Santa training...
Homer,Santa training?
Clerk,... less costume purchase...
Homer,Wait a minute...
Clerk,... less beard rental...
Homer,But...
Clerk,... less Christmas Club.
Homer,But...
Clerk,See you next year.  [closes the window]
Bart,"Aw come on, Dad.  This could be the miracle that saves the Simpsons'"
Homer,"Well, okay, let's go.  Who's Tiny Tim?"
Lisa,"What, Aunt Patty?"
Patty,"Oh, nothing, dear.  I'm just trashing your father."
Lisa,"Well, I wish you wouldn't because, aside from the fact that he has the"
Patty,"Mm hm.  Go watch your cartoon show, dear."
Bart,"Oh, Dad, can we keep him?"
Homer,But he's a loser!  He's pathetic!  He's...
SLH,[licks Homer's face]
Homer,... a Simpson.
Episode,Bart the genius
and she does,She places an `H'
Lisa,"`Id', triple-word score!"
Homer,No abbreviations.
Bart,As in ``This game is stoop-id''.
Bart,Here we go.  Kwyjibo.   [places his tiles] K-W-Y-J-I-B-O.
Homer,"[grabs Bart with his left hand, holding a banana in his right]"
Bart,"Kwyjibo.  Uh... a big, dumb, balding North American ape.  With no chin."
Marge,And a short temper.
Homer,"I'll show you a big, dumb, balding ape! [leaps for Bart]"
Bart,[making his escape]  Uh oh.  Kwyjibo on the loose!
Sk,Whoever did this is in very deep trouble.
Martin,"And a sloppy speller, too."
Sk,Good point.
Bart,[reading a test question]
K,"Shhh!  [points to her head]  Visualize it, Bart!"
Bart,"[visualizing in black-and-white]  At the same time, the local train"
Train conductor,"Ticket, please."
Bart,I don't have a ticket!
Train conductor,"Come with me, boy."
Bart,I'll pay!  How much?
Martin,Twice the fare from Tuscon to Flagstaff minus two thirds of the fare
Sk,I caught your son defacing school property this morning.
Homer,"Yeah, it's a crummy system, but what are you going to do?"
Marge,[whispers to Homer]
Homer,Oh no.  He can't mean that.  [to Principal Skinner]
Sk,That <was> the idea.
Homer,Oh.
J,"The child is not supposed to know his own IQ, of course, but"
Homer,Nine hundred and twelve!!?!?
J,"Uh, no.  You have it upside-down.  It's two hundred and sixteen."
Homer,[disappointed] Oh.
J,[measuring Bart's head with calipers]
Bart,"Oh, you bet."
J,Mm hm.  Do you ever feel a little frustrated?
Bart,"All the time, sir."
J,Uh huh.  And do you ever dream of leaving class to pursue your own
Bart,"Oh, like you're reading my mind, man."
Sk,I think we should re-test him.
J,"No, I think we should move him to another school."
Sk,Even better!
Homer,"My son, a genius!?  How does it happen?"
J,"Well, genius, like intelligence, is usually the result of heredity"
Homer,[stares blankly]
J,"Although in some cases, it's a total mystery."
Time,8:04]
Marge,It's a big day for you.  Why don't you eat something a little more
Homer,"Nonsense, Marge.  Frosty Krusty Flakes is what got him where he"
Lisa,[looks up from her granola]
Homer,Maybe you should try some of this.
Marge,Homer!
Homer,"I'm just saying, why not have <two> geniuses in the family?"
Bart,"Oh no, ties!"
Homer,"Don't worry, son, you can have mine."
They have only one rule,Make your own rules.
M,"Bart, what other paradoxes affect our lives?"
Bart,[looks around nervously; all stare at him]
Time,12:36]
Marge,"Bart, I feel so bad for going so many years without... mmm..."
Homer,[stare blankly and hum ``I dunno'']
Lisa,[brightly] Nurturing.
Marge,... nurturing your brilliant brain.
Marge,"I got tickets to the opera tonight.  Hurry up, get dressed,"
Bart,"[whining] Oh, Mom, not tonight..."
Homer,"Come on, Bart.  Your mother's only trying to help, so go ahead"
Marge,"Homer, you're going, too."
Homer,But I'm not a genius!  Why should <I> suffer!?
Marge,"Bart, stop fooling around!"
Homer,"Don't stifle the boy, Marge.  We're <supposed> to encourage him."
Homer,Who's the lard-butt?
Lisa,He's the bullfighter.
Bart,No way the bull's going to miss a target that big!
Episode,There's no disgrace like home
Bart,Yeah?|     |Oh yeah?|     |Yeah?|     |Oh <yeah>?|
Lisa,|Yeah!|        |Yeah!|     |Yeah!|          |Yeah!
Homer,"[runs into the room, picks both kids up by the collar]"
Lisa,We were fighting over which one of us loves you more.
Homer,"[touched]  You were?  [sniff]  Aww... Well, go ahead."
Bart,You love him more.|      |No I don't!|             |<No I don't!>
Lisa,"|No, <you> do!|       |Yes you <do>!|"
Homer,Are you sure that's enough?
Marge,"Oh Homer, Mr. Burns just said he liked it... [indicates with her"
Homer,"Marge, that's the only time he's ever spoke to me without using the"
Homer,"Okay, now look.  My boss is going to be at this picnic, so I want"
Lisa,Tough choice.
Bart,I'm picking respect.
Burns,"Oh please please, don't fight.  Just go out back and have a good"
Smithers,He'll be gone by the tug-of-war sir.
Burns,Excellent.
Homer,"Ah, afternoon Mr. Burns!"
Burns,Hello there... uh... uh...
Homer,"[whispers to Smithers]  Simpson, Homer."
Smithers,"[hands an index card to Burns]  Here you go, sir."
Burns,"Ah!  Oh yes... [reads the card]  Oh, and this must be your lovely"
Marge,[smiles]
Burns,"Ho ho, look at little... uh... [consults the card]  Lisa!  Why,"
Brat,[unimpressed]  Bart.
Homer,"Don't correct the man, Brat!"
Burns,Make yourselves at home.
Bart,Hear that Dad?  You can lie around in your underwear and scratch
Homer,"[angrily, he goes to strangle Bart]  Now you listen to me!"
Burns,"Trouble, Simpson?"
Homer,"[one hand around Bart's neck]  No, heh heh heh.  Just congratulating"
Homer,"Now, remember!  As far as anyone knows, we're a nice, normal family."
Lisa,Hey Bart!  Last one in the fountain's a rotten egg!
Homer,D'oh!  [chasing after the two]  Be normal!  Be normal!
Marge,Do you think we should leave the kids unsupervised?
Mother,You're right.  [turns on the TV]
Homer,Bart!  Lisa!  [swans stampede Homer]  Willya... D'oh...  Where are are
Bart,"Oops.  [Homer grabs Bart]  Whoa, careful Dad.  Blow a gasket, and"
Homer,You remember the rules from last year?
Bart,"Yeah, shut my mouth and let your boss win."
Mother,I don't know who to love more...  My son Joshua who's
Marge,[helping herself to ample amounts of the punch]  Umm-hmm.  Well I
Mother,<Your> family?
Marge,"Well, it's a greatness that others can't see... but it's there, and"
Smithers,"Mr. Burns, are you ready?"
Burns,Yes.
Smithers,Are you set?
Burns,Yes.
Smithers,"[whispers]  Go, Mr. Burns!"
Burns,[feebly hops away]
Smithers,"[after Burns gets a healthy lead, fires the starter's pistol]"
Marge,"Here we sit, enjoying the shade."
Wives,"Hey, Marge, and pour the wine!"
Marge,Drink the drink that I have made.
Wives,"Hey, Marge, and pour the wine!"
Marge,"He's here with me, my one and only."
Homer,"[runs past chasing the kids, sees Marge]  Huh?"
Marge,"Drink, my friends and don't be lonely."
Homer,[slaps his forehead] Oh!
Wives,"Hey Marge, and pour the wine!"
Homer,"Snap out of it Marge!  You've gotta come with me, the boss is going"
Marge,"Whoa, oh, I'm not much of a drinker.  [collapses]"
Homer,"You picked a perfect time to start, you... [Marge gazes at him]"
Burns,"Musicians, cease that infernal tootling! [they do]"
Smithers,[hands Burns a card]
Burns,Thank you all.
Smithers,[hands another card]
Burns,Ah... For coming.
Homer,"Quick Bart, give me a kiss."
Bart,"Kiss you?  But Dad, I'm your kid!"
Burns,"Ugh, I've never seen such an obvious attempt to curry my favor."
Smithers,"Fabulous observation sir, just fabulous."
Marge,Homey!  Get in the car!
Lisa,This is where you belong!
Bart,"Yeah Homer, room for one more!"
Bart,[chanting]  One of us!  One of us!  One of us!  One of us!
Time,7:06]
Homer,"Dear Lord, thank You for this microwave bounty, even though we"
Marge and the kids,Amen!
Homer,Sometimes I think we're the worst family in town.
Marge,Maybe we should move to a larger community.
Homer,"Look at that, kids!  No fighting, no yelling."
Bart,No belching.
Lisa,Their dad has a shirt on!
Marge,Look!  Napkins!
Bart,These people are obviously freaks.
Bart,"Whoa!  Look at this place, what a dump!"
Homer,"It's worst than you think, heh heh heh.  I just trampled this poor"
Marge,"Ho-mer, this is <our> house."
Moe,Eddie!  Would you like some pretzels?
Eddie,"No thanks, we're on duty.  A couple of beers would be nice though."
Barney,Don't blame yourself Homer.  You've got yourself a bad hand.  You've
Homer,You can't talk way about my kids!  Or at least two of them.
TV,All-star Boxing was brought to you by ``Doctor Marvin Monroe's
Wife,"Honey, aren't you going to work today?"
Husband,No-o-o... I don't think so.
Wife,"Honey, you have a problem, and it won't get better until you admit it."
Husband,I admit this...  You better shut your big yap!
Wife,Oh you shut up.
Husband,"No, you shut up!"
Wife,No <you> shut up!
Husband,Oh shut up!
Wife,Shut up!
Husband,Shut up!  [little kid enters the bedroom]
Kid,Why don't you <both shut up!>
Monroe,"Hi, friends, I'm Dr. Marvin Monroe.  Does this scene look familiar?"
Time,11:45]
Homer,"All right, time for a family meeting.  [shuts off the TV]"
Lisa,Why can't we have a meeting when <you're> watching TV?
Homer,"Now look... You know and I know this family needs help, professional"
Bart,The fat guy on TV?
Lisa,You're sending us to a doctor who advertises on pro-wrestling?
Homer,"Boxing, Lisa, boxing.  There's a world of difference."
Homer,To save this family we're gonna have to make the <supreme> sacrifice.
Lisa,No Dad!  Please don't pawn the TV!
Bart,"Aw come on, Dad, anything but that!"
Marge,"Homer, couldn't we pawn my engagement ring instead?"
Homer,"I appreciate that, honey,"
Homer,[presenting TV]  Would you pay $150 for this <lovely> Motorola?
Clerk,Is it cable-ready?
Homer,As ready as she'll ever be.
Marge,"[despairingly] Homer, you raided the college fund, the TV... Homer,"
Homer,"Hey!  No pain, no gain!"
Receptionist,Will you be paying by cash or check?
Homer,Cash of course!  I've got two hundred and fifty dollars right here
Bart,"You really want to impress her, show her the big empty space where"
Monroe,"Hello, I'm Doctor Marvin Monroe, no doubt you recognize me from TV."
Lisa,We would if we had one.
Homer,"Wait a minute, these mallet things are padded with foam rubber."
Bart,"They work much better without the padding, Doc."
Monroe,"Everyone comfy?  Hmmph, good.  Now don't touch any of those buttons"
Homer,Waaaaaaugh!
Bart,Just testing.
Monroe,This is what's known as aversion therapy.  When someone hurts you
Homer,"Oh yes, doctor!  [zaps Bart]"
Bart,Oh!  [presses button]
Lisa,Owwww!
Marge,[scornfully]  Bart!  How could you shock you little sister?
Bart,My finger slipped.  [zapped]  Whaaaaagh!
Lisa,So did mine!  [zapped by Bart]  Aigh!  [she retaliates]
Bart,Arggh!  [zaps Lisa again]
Marge,Bart!  Lisa!  Stop that!  [zaps both]
Episode,Bart the general
Bart,"You know, there are names for people like you."
Lisa,No there aren't.
Bart,Teacher's pet!  Apple polisher!  Butt-kisser!
Homer,"Bart, you're saying butt-kisser like it's a bad thing!"
Bart,You sniveling toad!  You little egg-sucker!
Lisa,[holding secure her box of cupcakes] Tell me more!
Lisa,"[smirking]  You'll never get one now, name-caller."
Bart,"All right, all right.  Look, I'm sorry.  I, I got upset."
Lisa,"[milking it] You weren't thinking, were you."
Bart,No.
Lisa,"I'm <not> a sniveling toad, am I?"
Bart,Not really.
Lisa,"I'm <not> a little egg-sucker, am I?"
Bart,Of course not.
Lisa,Then what am I?
Bart,A beautiful human being.
Lisa,[coyly]  What do you like best about me?
Bart,"[staring at the cupcakes] Well, I'd have to say..."
Lisa,"Well... [thinks]  Open your mouth and close your eyes, and you will"
Bart,[does so]
Lisa,"[gets up.  The bus stops, and a cupcake falls out of the box."
Bart,"[munching]  Thanks, Lis.  You're the best!"
Nelson,"[threateningly] I'll get you after school, man."
Bart,But...
Skinner,"Oh no no no, he'll get you after school, son."
Bart,But...
Skinner,"[shooing]  Scoot, young Simpson!  There's learning to be done!"
Otto,"[at Bart's wake]  Good-bye, little dude."
Principal Skinner,"Yes, the nurse did a wonderful job reconstructing his"
Nelson,Put 'em up!  [circles his fists]
Bart,[raises his hands in surrender]
Time,7:24ish]
Bart,"Well, I had a run-in with a... bully."
Marge,[bursts in] A bully!?
Homer,"[annoyed] Come on, Marge!  I don't bug you when you're helping Lisa!"
Marge,"Well, Bart, I hope you're going straight to the principal about this."
Bart,I... guess I could do that.
Homer,What!?  And violate the code of the schoolyard!?
Marge,"What on earth are you talking about, Homer!?"
Homer,"The code of the schoolyard, Marge!  The rules that teach a boy to be"
Rule number four,"Girls have cooties, ``Bart the General''"
Marge,This bully friend of yours.  Is he a little on the chunky side?
Bart,"Yeah, he's pretty chunkified, all right."
Marge,"Mmm.  And I'll bet he doesn't do well in his studies, either."
Bart,"No, he's pretty dumb.  He's in all the same special classes I am."
Homer,"You didn't expect that, did you.  And neither will he."
Bart,"You mean that I should fight dirty, Dad?"
Homer,"Unfortunately, son, we Simpsons sometimes have to bend the rules"
Bart,Amen!
Homer,"So the next time this bully thinks you're going to throw a punch,"
Bart,[getting into it]  Yeah!
Homer,And there's nothing wrong with hitting someone when his back is turned.
Bart,Gotcha.
Homer,"[quietly] And if you get the chance, get him right in the family jewels."
Bart,"[cringes]  Thanks, Pop."
Lisa,Why don't you go see Grampa?
Bart,What can <he> do?
Lisa,He'll give you good advice.  He's the toughest Simpson alive.
Bart,He is?
Lisa,"Yeah, remember the fight he put up when we put him in the home?"
Number one,Bra.  Number two:  Horny.
Number three,Family Jewels.
Herman,[whispers] What's the password?
Grampa,"Let me in, you idiot!"
Herman,Right you are.  [opens the door]
Bart,"Uh, Mr. Herman?"
Herman,Yes?
Bart,"Did, did you lose your arm in the war?"
Herman,"My arm?  Well, let me put it this way:  Next time your teacher tells"
Bart,"[nervously]  Yes, sir.  I will."
Herman,How many men do you have?
